"row ID","event_id","sequence","received_at","xg","gml","min","sit","body","home","type","xgot","added","player_id","gm_x","gm_y","gm_z","pos_x","pos_y","pos_z","block_x","block_y","block_z","gtype"
"Row51_20",8339,19,"2026-06-25T09:10:18.388Z",0.0533,"low-left",6,"corner","left-foot",1,"block",,,15469,0,52.8,19,20.9,61.3,0,11.9,55.2,0,
"Row51_21",8339,20,"2026-06-25T09:10:18.388Z",0.0575,"low-left",2,"corner","head",0,"save",,,2458,0,52.8,19,8.1,43.6,0,0.90000000000001,46.7,0,
"Row52_1",8340,0,"2026-06-25T09:10:22.116Z",0.2111,"high-left",90,"assisted","right-foot",0,"goal",0.712,4,9008,0,52.7,24.7,14.9,53.4,0,,,,"regular"
"Row52_2",8340,1,"2026-06-25T09:10:22.116Z",0.1015,"low-centre",90,"assisted","left-foot",0,"save",0.2201,4,4328,0,49.5,3.8,6.5,60.3,0,4.5,58.1,0,
"Row52_3",8340,2,"2026-06-25T09:10:22.116Z",0.006,"high-left",90,"assisted","right-foot",1,"miss",,3,3705,0,58,76.4,4.2,25.6,0,,,,
"Row52_4",8340,3,"2026-06-25T09:10:22.116Z",0.0197,"close-left",90,"regular","right-foot",1,"miss",,2,1112,0,58,2.8,27.9,54,0,17.1,48.2,0,
"Row52_5",8340,4,"2026-06-25T09:10:22.116Z",0.0169,"left",81,"regular","right-foot",1,"miss",,,3705,0,60.3,5.6,30.7,61.9,0,,,,
"Row52_6",8340,5,"2026-06-25T09:10:22.116Z",0.0549,"high",77,"throw-in-set-piece","head",0,"miss",,,8296,0,54.8,79.2,8.9,39.9,0,,,,
"Row52_7",8340,6,"2026-06-25T09:10:22.116Z",0.0139,"high",68,"corner","right-foot",1,"miss",,,3705,0,47.4,80.6,25,48.3,0,,,,
"Row52_8",8340,7,"2026-06-25T09:10:22.116Z",0.7623,"low-centre",61,"fast-break","right-foot",0,"goal",0.9945,,8296,0,49.4,1.3,3.8,48.5,0,,,,"regular"
"Row52_9",8340,8,"2026-06-25T09:10:22.116Z",0.0297,"low-centre",61,"throw-in-set-piece","left-foot",1,"block",,,3703,0,50.6,19,25.9,63.2,0,19.4,59.7,0,
"Row52_10",8340,9,"2026-06-25T09:10:22.116Z",0.544,"low-left",55,"assisted","left-foot",0,"goal",0.6242,,5481,0,52,4.4,10.2,62.6,0,,,,"regular"
"Row52_11",8340,10,"2026-06-25T09:10:22.116Z",0.013,"low-centre",54,"corner","right-foot",1,"block",,,3224,0,48.8,19,23.8,59.1,0,12.7,55.4,0,
"Row52_12",8340,11,"2026-06-25T09:10:22.116Z",0.0306,"low-centre",50,"assisted","right-foot",0,"block",,,8296,0,50.7,19,16,37,0,14.4,38.3,0,
"Row52_13",8340,12,"2026-06-25T09:10:22.116Z",0.1099,"high-centre",46,"throw-in-set-piece","left-foot",1,"save",0.1329,,3224,0,49.9,24.1,14,47.7,0,1,49.5,0,
"Row52_14",8340,13,"2026-06-25T09:10:22.116Z",0.0154,"close-high",45,"assisted","right-foot",0,"miss",,3,8296,0,47.7,56.9,27.5,18.3,0,,,,
"Row52_15",8340,14,"2026-06-25T09:10:22.116Z",0.013,"high-right",44,"set-piece","right-foot",1,"miss",,,3705,0,32.8,79.2,30.5,38.7,0,,,,
"Row52_16",8340,15,"2026-06-25T09:10:22.116Z",0.0836,"high",39,"assisted","left-foot",0,"miss",,,10169,0,49.6,70.8,10.8,69.7,0,,,,
"Row52_17",8340,16,"2026-06-25T09:10:22.116Z",0.0222,"high-right",39,"assisted","right-foot",0,"save",0.0552,,10045,0,47.1,20.3,10.7,75.1,0,0.7,52.5,0,
"Row52_18",8340,17,"2026-06-25T09:10:22.116Z",0.0275,"low-centre",39,"assisted","left-foot",0,"block",,,10424,0,50.2,19,24.7,55.7,0,21.2,54.9,0,
"Row52_19",8340,18,"2026-06-25T09:10:22.116Z",0.0546,"left",37,"set-piece","right-foot",0,"miss",,,10107,0,60.2,9.7,14.1,52.6,0,,,,
"Row52_20",8340,19,"2026-06-25T09:10:22.116Z",0.0957,"low-centre",27,"assisted","right-foot",1,"block",,,3231,0,51.1,19,12.5,44.6,0,11,45.1,0,
"Row52_21",8340,20,"2026-06-25T09:10:22.116Z",0.0218,"right",15,"throw-in-set-piece","right-foot",1,"miss",,,3231,0,40.5,30.6,25.9,29.5,0,,,,
"Row52_22",8340,21,"2026-06-25T09:10:22.116Z",0.0366,"high-left",12,"throw-in-set-piece","left-foot",1,"miss",,,3703,0,68.4,55.6,15.2,57.6,0,,,,
"Row52_23",8340,22,"2026-06-25T09:10:22.116Z",0.062,"close-left",8,"regular","right-foot",1,"miss",,,3231,0,57.1,2.8,13,60.8,0,,,,
"Row52_24",8340,23,"2026-06-25T09:10:22.116Z",0.0274,"low-centre",7,"assisted","head",1,"block",,,2377,0,48.8,19,12.6,54.8,0,10.3,54.1,0,
"Row53_1",8341,0,"2026-06-26T04:10:19.203Z",0.0629,"low-centre",90,"regular","right-foot",1,"block",,3,11253,0,49.1,19,16.3,40.7,0,12,43.7,0,
"Row53_2",8341,1,"2026-06-26T04:10:19.203Z",0.0351,"left",90,"assisted","left-foot",1,"miss",,2,22229,0,61.5,9.7,19.4,47.2,0,,,,
"Row53_3",8341,2,"2026-06-26T04:10:19.203Z",0.1951,"low-right",89,"regular","right-foot",0,"save",0.2484,,3527,0,47.4,4.4,7.7,67,0,4.2,60.8,0,
"Row53_4",8341,3,"2026-06-26T04:10:19.203Z",0.0777,"close-high",79,"set-piece","head",1,"miss",,,6672,0,48.6,56.9,8.6,50.2,0,,,,
"Row53_5",8341,4,"2026-06-26T04:10:19.203Z",0.1033,"left",79,"set-piece","head",1,"miss",,,22231,0,99,4.2,7.7,51.4,0,10.7,51.8,0,
"Row53_6",8341,5,"2026-06-26T04:10:19.203Z",0.0163,"low-right",74,"assisted","left-foot",1,"save",0.0398,,6073,0,48,15.2,16.6,72.6,0,2.5,53.4,0,
"Row53_7",8341,6,"2026-06-26T04:10:19.203Z",0.1299,"high-left",64,"assisted","left-foot",0,"goal",0.5732,,1786,0,53.3,22.2,10.9,66,0,,,,"regular"
"Row53_8",8341,7,"2026-06-26T04:10:19.203Z",0.046,"high",55,"assisted","left-foot",1,"miss",,,5328,0,54.1,63.9,22.1,47.4,0,,,,
"Row53_9",8341,8,"2026-06-26T04:10:19.203Z",0.1788,"low-centre",53,"assisted","left-foot",0,"block",,,8117,0,48.9,19,14.9,47.8,0,12.3,48.4,0,
"Row53_10",8341,9,"2026-06-26T04:10:19.203Z",0.037,"low-left",45,"corner","head",1,"block",,3,22239,0,52.1,19,4.2,39.7,0,3.4,41.1,0,
"Row53_11",8341,10,"2026-06-26T04:10:19.203Z",0.0245,"close-left",44,"assisted","right-foot",1,"miss",,,22231,0,59.2,2.8,10.5,30.9,0,,,,
"Row53_12",8341,11,"2026-06-26T04:10:19.203Z",0.0166,"left",40,"assisted","left-foot",1,"miss",,,6073,0,61.7,29.2,25.7,56.2,0,,,,
"Row53_13",8341,12,"2026-06-26T04:10:19.203Z",0.1275,"close-left",23,"assisted","left-foot",0,"miss",,,1792,0,59,31.9,17.5,55.2,0,10.7,49.8,0,
"Row53_14",8341,13,"2026-06-26T04:10:19.203Z",0.2039,"right",18,"assisted","left-foot",0,"miss",,,1792,0,25.6,4.2,9.3,51.9,0,,,,
"Row53_15",8341,14,"2026-06-26T04:10:19.203Z",0.0207,"left",14,"assisted","right-foot",1,"miss",,,22239,0,60.5,5.6,25.9,65.2,0,,,,
"Row53_16",8341,15,"2026-06-26T04:10:19.203Z",0.0366,"close-left",10,"assisted","left-foot",0,"miss",,,1792,0,58.7,4.2,17.8,67.8,0,,,,
"Row53_17",8341,16,"2026-06-26T04:10:19.203Z",0.428,"low-centre",7,"assisted","left-foot",0,"goal",0.9812,,1786,0,49.4,1.9,4.5,47.3,0,,,,"regular"
"Row53_18",8341,17,"2026-06-26T04:10:19.203Z",0.0277,"low-centre",2,"regular","left-foot",1,"save",0.0156,,6073,0,50.3,19.6,24.5,40.9,0,1.9,50.4,0,
"Row54_1",8342,0,"2026-06-26T04:10:22.939Z",0.0168,"high",90,"throw-in-set-piece","left-foot",0,"miss",,5,2173,0,53.8,75,23,58.8,0,,,,
"Row54_2",8342,1,"2026-06-26T04:10:22.939Z",0.0258,"close-left",90,"assisted","left-foot",0,"miss",,3,1620,0,57.5,18.1,3.4,31.3,0,,,,
"Row54_3",8342,2,"2026-06-26T04:10:22.939Z",0.8255,"high-right",77,"corner","left-foot",1,"goal",0.9426,,59,0,46,28.5,1.4,52.8,0,,,,"regular"
"Row54_4",8342,3,"2026-06-26T04:10:22.939Z",0.2881,"low-centre",77,"assisted","left-foot",1,"block",,,3755,0,50.6,19,4.6,46.6,0,3.4,47.3,0,
"Row54_5",8342,4,"2026-06-26T04:10:22.939Z",0.1799,"low-centre",76,"fast-break","left-foot",0,"save",0.1476,,3732,0,50.1,15.8,14.2,40.5,0,5.3,47.8,0,
"Row54_6",8342,5,"2026-06-26T04:10:22.939Z",0.3032,"high-right",73,"assisted","left-foot",1,"miss",,,59,0,42.2,68.1,4.6,51.7,0,,,,
"Row54_7",8342,6,"2026-06-26T04:10:22.939Z",0.0587,"low-centre",63,"fast-break","right-foot",0,"block",,,330,0,50.8,19,20.3,45.5,0,18.4,45.8,0,
"Row54_8",8342,7,"2026-06-26T04:10:22.939Z",0.0288,"low-left",62,"assisted","right-foot",1,"save",0.1392,,4754,0,52.5,13.3,22.2,61.7,0,2.5,53.1,0,
"Row54_9",8342,8,"2026-06-26T04:10:22.939Z",0.0216,"close-left",54,"corner","head",1,"miss",,,1345,0,58.8,20.8,3.4,34.9,0,,,,
"Row54_10",8342,9,"2026-06-26T04:10:22.939Z",0.0724,"low-centre",45,"assisted","right-foot",0,"block",,4,330,0,49.2,19,10.5,61.5,0,8.8,59.7,0,
"Row54_11",8342,10,"2026-06-26T04:10:22.939Z",0.0224,"low-centre",38,"assisted","right-foot",0,"block",,,2160,0,50.1,19,20.7,63.8,0,16.2,60.5,0,
"Row54_12",8342,11,"2026-06-26T04:10:22.939Z",0.0278,"low-centre",35,"assisted","left-foot",0,"block",,,8564,0,48.2,19,13.4,34.9,0,12,36.6,0,
"Row54_13",8342,12,"2026-06-26T04:10:22.939Z",0.0197,"low-centre",32,"assisted","right-foot",1,"block",,,4754,0,48.6,19,10.2,71.6,0,8.8,68.8,0,
"Row54_14",8342,13,"2026-06-26T04:10:22.939Z",0.0876,"high-left",25,"assisted","head",0,"save",0.3678,,4941,0,52.3,20.3,8.2,51.3,0,1,50.7,0,
"Row54_15",8342,14,"2026-06-26T04:10:22.939Z",0.0222,"left",14,"assisted","right-foot",0,"miss",,,2160,0,59.7,1.4,19.3,71.5,0,,,,
"Row54_16",8342,15,"2026-06-26T04:10:22.939Z",0.0253,"low-right",9,"assisted","right-foot",1,"goal",0.5227,,7347,0,46.3,4.4,22.1,41.1,0,,,,"regular"
"Row54_17",8342,16,"2026-06-26T04:10:22.939Z",0.0339,"low-centre",7,"regular","right-foot",0,"block",,,330,0,51.2,19,20.2,42.3,0,17.6,43.1,0,
"Row54_18",8342,17,"2026-06-26T04:10:22.939Z",0.1014,"low-left",2,"throw-in-set-piece","left-foot",0,"goal",0.4729,,3732,0,53.3,0.6,15,49.2,0,,,,"regular"
"Row55_1",8344,0,"2026-06-26T07:10:19.473Z",0.0372,"low-centre",90,"corner","right-foot",1,"block",,4,4243,0,48.5,19,15.6,51.4,0,7.9,51.4,0,
"Row55_2",8344,1,"2026-06-26T07:10:19.473Z",0.0115,"right",90,"fast-break","right-foot",1,"miss",,,15492,0,35,26.4,54.8,46.8,0,,,,
"Row55_3",8344,2,"2026-06-26T07:10:19.473Z",0.1193,"close-high",80,"set-piece","head",0,"miss",,,857,0,45.9,56.9,8.3,48.5,0,,,,
"Row55_4",8344,3,"2026-06-26T07:10:19.473Z",0.037,"high-centre",78,"set-piece","head",0,"save",0.0319,,325,0,49.8,27.2,10.7,53.4,0,0.59999999999999,51.8,0,
"Row55_5",8344,4,"2026-06-26T07:10:19.473Z",0.0497,"high-right",77,"corner","right-foot",1,"miss",,,4243,0,40.2,75,20.9,39.3,0,,,,
"Row55_6",8344,5,"2026-06-26T07:10:19.473Z",0.0212,"high-right",76,"assisted","left-foot",1,"save",0.0773,,415,0,48.1,31.7,23.5,67.3,0,1.6,52,0,
"Row55_7",8344,6,"2026-06-26T07:10:19.473Z",0.0402,"low-left",68,"assisted","right-foot",0,"save",0.4174,,850,0,54.5,4.4,19.1,51.9,0,3.2,50.4,0,
"Row55_8",8344,7,"2026-06-26T07:10:19.473Z",0.0337,"left",66,"regular","head",0,"miss",,,3981,0,98,30.6,7.6,63.9,0,4.7,0,0,
"Row55_9",8344,8,"2026-06-26T07:10:19.473Z",0.1214,"high",66,"regular","right-foot",0,"post",,,850,0,52.9,39.9,15.3,34.9,0,,,,
"Row55_10",8344,9,"2026-06-26T07:10:19.473Z",0.011,"low-centre",65,"assisted","right-foot",1,"save",0.0223,,15492,0,48.4,4.4,30.3,70.9,0,1.5,50.4,0,
"Row55_11",8344,10,"2026-06-26T07:10:19.473Z",0.039,"high-right",62,"corner","head",0,"goal",0.5812,,484,0,45.9,29.8,4.4,39.9,0,,,,"regular"
"Row55_12",8344,11,"2026-06-26T07:10:19.473Z",0.0772,"low-centre",61,"assisted","right-foot",0,"block",,,331,0,51.7,19,13.4,43.7,0,10.8,44.6,0,
"Row55_13",8344,12,"2026-06-26T07:10:19.473Z",0.0652,"low-left",54,"corner","head",1,"goal",0.6159,,15492,0,54,17.1,9.2,52.2,0,,,,"regular"
"Row55_14",8344,13,"2026-06-26T07:10:19.473Z",0.1848,"low-left",51,"regular","right-foot",0,"save",,,3981,0,52.8,19,9.8,53.6,0,4,49.8,0,
"Row55_15",8344,14,"2026-06-26T07:10:19.473Z",0.0706,"low-centre",44,"assisted","left-foot",0,"save",0.1919,,3981,0,51.6,1.3,14.5,67.8,0,1.4,53.6,0,
"Row55_16",8344,15,"2026-06-26T07:10:19.473Z",0.0809,"low-centre",42,"assisted","right-foot",0,"block",,,352,0,50.3,19,10.7,58.9,0,9.2,57.6,0,
"Row55_17",8344,16,"2026-06-26T07:10:19.473Z",0.0289,"high-right",39,"assisted","right-foot",0,"miss",,,327,0,37.7,94.4,27.5,53.2,0,,,,
"Row55_18",8344,17,"2026-06-26T07:10:19.473Z",0.0092,"left",32,"set-piece","right-foot",1,"miss",,,3913,0,65.7,18.1,31.2,46.7,0,,,,
"Row55_19",8344,18,"2026-06-26T07:10:19.473Z",0.047,"high-left",31,"corner","right-foot",0,"miss",,,515,0,64.7,41.7,18.7,52.2,0,5.7,44,0,
"Row55_20",8344,19,"2026-06-26T07:10:19.473Z",0.0649,"low-centre",30,"assisted","right-foot",0,"block",,,3981,0,51.4,19,16.4,60,0,13.2,57.8,0,
"Row55_21",8344,20,"2026-06-26T07:10:19.473Z",0.0496,"right",30,"assisted","head",0,"miss",,,331,0,22.7,8.3,7.3,37.6,0,4,61.7,0,
"Row55_22",8344,21,"2026-06-26T07:10:19.473Z",0.0198,"high-right",29,"corner","right-foot",0,"miss",,,515,0,36.6,56.9,22.5,35.8,0,,,,
"Row55_23",8344,22,"2026-06-26T07:10:19.473Z",0.0318,"low-centre",28,"assisted","right-foot",0,"block",,,327,0,49.2,19,13.9,64.1,0,11.2,61.6,0,
"Row55_24",8344,23,"2026-06-26T07:10:19.473Z",0.0783,"high-centre",19,"assisted","right-foot",0,"save",0.4409,,850,0,48.7,27.9,4.4,61.9,0,3.3,59.2,0,
"Row55_25",8344,24,"2026-06-26T07:10:19.473Z",0.0676,"high-left",17,"set-piece","head",0,"miss",,,484,0,63.9,73.6,8.7,52.9,0,,,,
"Row55_26",8344,25,"2026-06-26T07:10:19.473Z",0.0403,"low-centre",12,"corner","head",1,"save",0.0233,,6399,0,50.7,19,9.6,47.8,0,0.7,49.6,0,
"Row55_27",8344,26,"2026-06-26T07:10:19.473Z",0.1085,"low-centre",11,"regular","left-foot",0,"block",,,3662,0,48.5,19,14.7,51.7,0,7.9,51.6,0,
"Row55_28",8344,27,"2026-06-26T07:10:19.473Z",0.0353,"left",9,"assisted","right-foot",1,"miss",,,1498,0,63.2,12.5,20,34.2,0,,,,
"Row55_29",8344,28,"2026-06-26T07:10:19.473Z",0.3831,"high-right",7,"set-piece","right-foot",0,"goal",0.8373,,352,0,46.8,20.9,6.2,55.3,0,,,,"regular"
"Row55_30",8344,29,"2026-06-26T07:10:19.473Z",,"low-centre",3,"regular","left-foot",0,"goal",,,1352,0,50.4,5.7,4.6,49.8,0,,,,"own"
"Row55_31",8344,30,"2026-06-26T07:10:19.473Z",0.15,"high",2,"assisted","right-foot",1,"miss",,,3913,0,50.1,76.4,11.3,46.8,0,,,,
"Row56_1",8343,0,"2026-06-26T07:10:23.969Z",0.0644,"high-centre",90,"corner","head",0,"save",0.1952,4,332,0,50.9,29.1,5.1,42.3,0,0.90000000000001,48,0,
"Row56_2",8343,1,"2026-06-26T07:10:23.969Z",0.0594,"low-left",90,"assisted","right-foot",0,"save",0.2486,3,710,0,54.3,12.7,7,68.4,0,0.90000000000001,52.3,0,
"Row56_3",8343,2,"2026-06-26T07:10:23.969Z",0.3796,"high",83,"assisted","left-foot",1,"miss",,,5458,0,53.5,81.9,8.7,55,0,,,,
"Row56_4",8343,3,"2026-06-26T07:10:23.969Z",0.0275,"left",81,"set-piece","head",0,"miss",,,884,0,63.4,11.1,12.5,43,0,,,,
"Row56_5",8343,4,"2026-06-26T07:10:23.969Z",0.0457,"low-centre",79,"corner","left-foot",0,"block",,,4232,0,49.4,19,14.7,60.1,0,11.6,58.1,0,
"Row56_6",8343,5,"2026-06-26T07:10:23.969Z",0.008,"low-centre",78,"set-piece","left-foot",0,"block",,,2162,0,50,19,20.1,31.1,0,17.5,33.6,0,
"Row56_7",8343,6,"2026-06-26T07:10:23.969Z",0.0573,"low-right",65,"regular","right-foot",0,"save",0.1234,,332,0,47.4,9.5,20,41.9,0,1.5,49.3,0,
"Row56_8",8343,7,"2026-06-26T07:10:23.969Z",0.018,"low-left",62,"assisted","left-foot",0,"goal",0.1321,,710,0,53.8,7.6,17.8,78.1,0,,,,"regular"
"Row56_9",8343,8,"2026-06-26T07:10:23.969Z",0.5985,"low-left",56,"assisted","right-foot",1,"goal",0.754,,3393,0,53.2,3.8,9.9,51.8,0,,,,"regular"
"Row56_10",8343,9,"2026-06-26T07:10:23.969Z",0.0801,"low-centre",52,"assisted","right-foot",1,"block",,,3369,0,50.7,19,21.5,56.3,0,14.4,54,0,
"Row56_11",8343,10,"2026-06-26T07:10:23.969Z",0.0731,"right",50,"corner","head",0,"miss",,,884,0,39.8,26.4,4.3,58.8,0,,,,
"Row56_12",8343,11,"2026-06-26T07:10:23.969Z",0.0466,"high",48,"assisted","right-foot",1,"miss",,,367,0,49.8,77.8,23.8,54.6,0,,,,
"Row56_13",8343,12,"2026-06-26T07:10:23.969Z",0.0435,"low-centre",45,"regular","right-foot",0,"block",,3,456,0,51.1,19,25.2,56.6,0,17.2,54.1,0,
"Row56_14",8343,13,"2026-06-26T07:10:23.969Z",0.0619,"low-right",45,"assisted","right-foot",1,"save",0.5059,,16971,0,46.9,10.8,13.4,34.6,0,1.2,46.4,0,
"Row56_15",8343,14,"2026-06-26T07:10:23.969Z",0.0081,"low-centre",40,"assisted","right-foot",1,"save",0.0129,,2497,0,50.9,3.2,28.5,69.1,0,1.2,51.1,0,
"Row56_16",8343,15,"2026-06-26T07:10:23.969Z",0.1174,"high",22,"assisted","head",1,"miss",,,3393,0,55.3,62.5,9,44.5,0,,,,
"Row56_17",8343,16,"2026-06-26T07:10:23.969Z",0.0223,"low-centre",15,"assisted","left-foot",1,"block",,,1353,0,51,19,19.7,65.8,0,17.5,63.9,0,
"Row56_18",8343,17,"2026-06-26T07:10:23.969Z",0.0275,"low-left",6,"assisted","left-foot",0,"save",0.1346,,28070,0,52.1,2.5,17.5,63.6,0,1.2,52,0,
"Row57_1",8345,0,"2026-06-26T10:10:19.516Z",0.0663,"low-centre",90,"assisted","right-foot",0,"save",0.0993,3,5936,0,50.9,5.1,10.2,65.2,0,1.6,53.1,0,
"Row57_2",8345,1,"2026-06-26T10:10:19.516Z",0.0653,"low-centre",90,"assisted","left-foot",1,"save",0.1864,3,42,0,51.8,2.5,15,48.7,0,1,50.7,0,
"Row57_3",8345,2,"2026-06-26T10:10:19.516Z",0.0604,"close-left",90,"assisted","left-foot",0,"miss",,,4396,0,59.2,8.3,12,69.3,0,,,,
"Row57_4",8345,3,"2026-06-26T10:10:19.516Z",0.0753,"low-right",83,"assisted","left-foot",0,"save",0.1618,,4396,0,47.7,1.3,8.5,59.5,0,1.2,52.2,0,
"Row57_5",8345,4,"2026-06-26T10:10:19.516Z",0.0444,"left",82,"assisted","right-foot",1,"miss",,,1710,0,60.5,4.2,16.9,35.2,0,,,,
"Row57_6",8345,5,"2026-06-26T10:10:19.516Z",0.0227,"low-centre",82,"assisted","right-foot",1,"block",,,1710,0,50.9,19,20.9,32.1,0,16.4,35.7,0,
"Row57_7",8345,6,"2026-06-26T10:10:19.516Z",0.0416,"low-centre",61,"assisted","left-foot",0,"block",,,5369,0,49.4,19,20.1,60.1,0,16.7,58.5,0,
"Row57_8",8345,7,"2026-06-26T10:10:19.516Z",0.0223,"low-centre",60,"fast-break","right-foot",0,"block",,,6040,0,49.7,19,29.7,44.4,0,25.1,45.3,0,
"Row57_9",8345,8,"2026-06-26T10:10:19.516Z",0.0486,"left",59,"assisted","right-foot",0,"miss",,,6040,0,95.6,4.2,8.6,74.6,0,,,,
"Row57_10",8345,9,"2026-06-26T10:10:19.516Z",0.0405,"high-right",50,"fast-break","right-foot",1,"save",0.111,,42,0,47.6,27.9,27.8,52.8,0,2,50.4,0,
"Row57_11",8345,10,"2026-06-26T10:10:19.516Z",0.0245,"high-right",48,"throw-in-set-piece","right-foot",1,"miss",,,9106,0,38.3,70.8,25.1,67.1,0,,,,
"Row57_12",8345,11,"2026-06-26T10:10:19.516Z",0.0039,"high-right",46,"regular","right-foot",1,"miss",,,16918,0,37.3,58.3,36.2,81.4,0,,,,
"Row57_13",8345,12,"2026-06-26T10:10:19.516Z",0.1009,"high",45,"assisted","head",0,"miss",,3,2484,0,45.2,100,9.4,54.6,0,,,,
"Row57_14",8345,13,"2026-06-26T10:10:19.516Z",0.023,"high-centre",45,"assisted","left-foot",0,"save",0.0505,2,2854,0,51,26.6,13.1,75.6,0,1,52.9,0,
"Row57_15",8345,14,"2026-06-26T10:10:19.516Z",0.0498,"left",38,"throw-in-set-piece","right-foot",1,"miss",,,16919,0,70.6,5.6,12.5,40,0,,,,
"Row57_16",8345,15,"2026-06-26T10:10:19.516Z",0.0213,"low-centre",36,"assisted","left-foot",0,"save",0.0344,,4396,0,51.6,5.1,25.9,63.4,0,2,52,0,
"Row57_17",8345,16,"2026-06-26T10:10:19.516Z",0.0148,"low-centre",23,"assisted","left-foot",0,"block",,,2490,0,51,19,26.8,40.3,0,24.7,41,0,
"Row57_18",8345,17,"2026-06-26T10:10:19.516Z",0.0178,"high-right",10,"throw-in-set-piece","right-foot",0,"miss",,,9142,0,32.3,98.6,22.6,27,0,,,,
"Row57_19",8345,18,"2026-06-26T10:10:19.516Z",0.0852,"high-centre",4,"assisted","right-foot",0,"save",0.3112,,2484,0,48.3,27.9,6.1,66.4,0,1.1,53.2,0,
"Row58_1",8346,0,"2026-06-26T10:10:29.110Z",0.456,"low-centre",90,"regular","right-foot",1,"goal",0.4714,8,4218,0,49.3,1.9,2.4,53.2,0,,,,"regular"
"Row58_2",8346,1,"2026-06-26T10:10:29.110Z",0.1166,"low-centre",90,"throw-in-set-piece","right-foot",1,"save",,8,4308,0,49.7,19,2.8,40.9,0,0.7,47.8,0,
"Row58_3",8346,2,"2026-06-26T10:10:29.110Z",0.0625,"low-centre",90,"assisted","left-foot",0,"block",,5,3513,0,48.3,19,11.1,33,0,8.5,37.4,0,
"Row58_4",8346,3,"2026-06-26T10:10:29.110Z",0.0203,"low-left",90,"assisted","left-foot",0,"block",,3,10111,0,53.1,19,16,70.6,0,13.2,66.4,0,
"Row58_5",8346,4,"2026-06-26T10:10:29.110Z",0.0403,"high-right",81,"assisted","right-foot",1,"miss",,,5835,0,43.7,90.3,20.6,62.4,0,,,,
"Row58_6",8346,5,"2026-06-26T10:10:29.110Z",0.0403,"close-left",77,"corner","left-foot",0,"miss",,,3820,0,57.3,9.7,21,66.1,0,,,,
"Row58_7",8346,6,"2026-06-26T10:10:29.110Z",0.0226,"close-right",72,"assisted","right-foot",1,"miss",,,2184,0,42.5,22.2,13.3,24.4,0,,,,
"Row58_8",8346,7,"2026-06-26T10:10:29.110Z",0.0406,"left",66,"corner","head",0,"miss",,,2179,0,68.2,34.7,9.8,56.4,0,,,,
"Row58_9",8346,8,"2026-06-26T10:10:29.110Z",0.1816,"low-centre",63,"assisted","left-foot",0,"block",,,2179,0,51.3,19,9.4,52.2,0,7.3,51.4,0,
"Row58_10",8346,9,"2026-06-26T10:10:29.110Z",0.5545,"high-right",63,"assisted","left-foot",0,"save",0.7132,,3820,0,45.9,24.7,8.3,47.1,0,1.8,52.3,0,
"Row58_11",8346,10,"2026-06-26T10:10:29.110Z",0.0781,"left",63,"assisted","right-foot",0,"miss",,,3513,0,64.4,13.9,9.3,55.2,0,7.3,48,0,
"Row58_12",8346,11,"2026-06-26T10:10:29.110Z",0.2926,"right",62,"regular","right-foot",0,"miss",,,380,0,34.8,13.9,14,45.2,0,,,,
"Row58_13",8346,12,"2026-06-26T10:10:29.110Z",0.0265,"low-centre",62,"assisted","left-foot",0,"save",0.0377,,3820,0,51.3,2.5,4.1,29.7,0,0.59999999999999,46.4,0,
"Row58_14",8346,13,"2026-06-26T10:10:29.110Z",0.0543,"low-left",49,"throw-in-set-piece","right-foot",0,"goal",0.29,,9104,0,53.9,8.2,17.8,35.8,0,,,,"regular"
"Row58_15",8346,14,"2026-06-26T10:10:29.110Z",0.1166,"high",45,"corner","head",0,"miss",,3,3385,0,50.8,62.5,7.9,49.7,0,,,,
"Row58_16",8346,15,"2026-06-26T10:10:29.110Z",0.0247,"low-left",45,"assisted","right-foot",0,"save",0.1658,,2179,0,52.1,10.8,26.7,48.6,0,1.6,50.9,0,
"Row58_17",8346,16,"2026-06-26T10:10:29.110Z",0.0184,"low-left",43,"fast-break","left-foot",1,"block",,,2184,0,53.4,19,8.7,27,0,6.8,31.2,0,
"Row58_18",8346,17,"2026-06-26T10:10:29.110Z",0.0573,"low-centre",40,"set-piece","left-foot",1,"block",,,3727,0,49.4,13.9,1.9,59.9,0,0.5,55.6,0,
"Row58_19",8346,18,"2026-06-26T10:10:29.110Z",0.452,"low-right",31,"assisted","right-foot",1,"goal",0.9833,,3734,0,45.6,17.1,4.6,51,0,,,,"regular"
"Row58_20",8346,19,"2026-06-26T10:10:29.110Z",0.6432,"close-right",31,"assisted","right-foot",1,"miss",,,5835,0,43.5,25,4.2,47.6,0,2.7,52.7,0,
"Row58_21",8346,20,"2026-06-26T10:10:29.110Z",0.0837,"left",29,"corner","head",0,"miss",,,9151,0,60.2,12.5,9.3,51.7,0,6.7,44.6,0,
"Row58_22",8346,21,"2026-06-26T10:10:29.110Z",0.1369,"low-centre",13,"regular","right-foot",0,"save",0.1897,,380,0,51.3,5.1,12.7,62,0,1.4,52.3,0,
"Row58_23",8346,22,"2026-06-26T10:10:29.110Z",0.0863,"low-left",13,"assisted","left-foot",0,"block",,,380,0,53.2,19,14.2,60.9,0,10.8,57.6,0,
