"row ID","event_id","sequence","received_at","xg","gml","min","sit","body","home","type","xgot","added","player_id","gm_x","gm_y","gm_z","pos_x","pos_y","pos_z","block_x","block_y","block_z","gtype"
"Row5_21",8294,20,"2026-06-14T09:00:29.353Z",0.0762,"high-left",7,"assisted","head",0,"miss",,,1088,0,61.3,87.5,8.8,51.5,0,,,,
"Row5_22",8294,21,"2026-06-14T09:00:29.353Z",0.0421,"right",5,"regular","left-foot",1,"miss",,,9717,0,36.5,1.4,24.8,55.8,0,,,,
"Row5_23",8294,22,"2026-06-14T09:00:29.353Z",0.0626,"low-centre",4,"assisted","right-foot",0,"block",,,5774,0,49.9,19,15.9,37,0,13.7,38.8,0,
"Row5_24",8294,23,"2026-06-14T09:00:29.353Z",0.0208,"close-right",3,"assisted","left-foot",0,"miss",,,4027,0,42.5,4.2,21.1,69.4,0,0.90000000000001,57.8,0,
"Row6_1",8291,0,"2026-06-14T12:00:29.550Z",0.0272,"low-centre",90,"regular","right-foot",0,"block",,5,2184,0,48.3,19,21,33.1,0,12.5,40.6,0,
"Row6_2",8291,1,"2026-06-14T12:00:29.550Z",0.0219,"close-high-right",90,"assisted","head",0,"miss",,1,8112,0,41.3,43.1,7.9,62.8,0,,,,
"Row6_3",8291,2,"2026-06-14T12:00:29.550Z",0.0451,"low-centre",89,"assisted","left-foot",0,"save",0.0166,,597,0,50.3,6.3,20.6,57.3,0,1.1,49.6,0,
"Row6_4",8291,3,"2026-06-14T12:00:29.550Z",0.0607,"low-right",86,"free-kick","right-foot",0,"save",0.6716,,1684,0,45.5,8.9,23.7,39.2,0,1.1,49.1,0,
"Row6_5",8291,4,"2026-06-14T12:00:29.550Z",0.0301,"high-left",82,"throw-in-set-piece","left-foot",0,"miss",,,597,0,59.3,73.6,22.3,69.1,0,,,,
"Row6_6",8291,5,"2026-06-14T12:00:29.550Z",0.1705,"low-centre",78,"assisted","right-foot",0,"save",0.1716,,3415,0,50,17.1,8.5,50.9,0,1.2,51.3,0,
"Row6_7",8291,6,"2026-06-14T12:00:29.550Z",0.0389,"low-centre",77,"assisted","right-foot",0,"block",,,2184,0,49.9,19,12.4,68.9,0,9.8,65,0,
"Row6_8",8291,7,"2026-06-14T12:00:29.550Z",0.036,"low-right",75,"regular","left-foot",1,"goal",0.1869,,2490,0,46.3,4.4,23.1,55.8,0,,,,"regular"
"Row6_9",8291,8,"2026-06-14T12:00:29.550Z",0.0133,"high-left",74,"assisted","left-foot",0,"miss",,,597,0,58.5,69.4,23.2,67.5,0,,,,
"Row6_10",8291,9,"2026-06-14T12:00:29.550Z",0.102,"low-right",72,"assisted","right-foot",0,"save",0.2149,,1062,0,45.8,13.3,2.3,64.4,0,0.3,54.5,0,
"Row6_11",8291,10,"2026-06-14T12:00:29.550Z",0.0476,"low-centre",66,"regular","right-foot",0,"block",,,2184,0,50.7,19,15.1,35.9,0,11.6,39,0,
"Row6_12",8291,11,"2026-06-14T12:00:29.550Z",0.023,"low-centre",66,"assisted","right-foot",0,"block",,,2184,0,48.7,19,13.2,24.8,0,8.4,34.5,0,
"Row6_13",8291,12,"2026-06-14T12:00:29.550Z",0.0181,"low-centre",65,"assisted","left-foot",0,"block",,,597,0,51.1,19,25.5,36.4,0,20.6,38.8,0,
"Row6_14",8291,13,"2026-06-14T12:00:29.550Z",0.019,"low-centre",63,"assisted","right-foot",0,"block",,,2184,0,50.1,19,21.3,27.9,0,17.7,31.6,0,
"Row6_15",8291,14,"2026-06-14T12:00:29.550Z",0.0553,"low-centre",60,"assisted","right-foot",0,"block",,,2184,0,50.6,19,10.8,36.8,0,8,40.1,0,
"Row6_16",8291,15,"2026-06-14T12:00:29.550Z",0.0465,"high",57,"corner","right-foot",0,"miss",,,4172,0,44.9,88.9,12.6,58.3,0,,,,
"Row6_17",8291,16,"2026-06-14T12:00:29.550Z",0.0345,"low-left",57,"free-kick","left-foot",0,"save",0.0524,,597,0,53.4,7,26.8,57,0,1.5,50.5,0,
"Row6_18",8291,17,"2026-06-14T12:00:29.550Z",0.1015,"left",54,"corner","right-foot",1,"miss",,,8991,0,92.9,2.8,11,55,0,5.1,23.5,0,
"Row6_19",8291,18,"2026-06-14T12:00:29.550Z",0.0162,"low-centre",54,"corner","head",1,"save",0.0702,,23925,0,51.3,15.2,10.2,58.8,0,1.5,52.5,0,
"Row6_20",8291,19,"2026-06-14T12:00:29.550Z",0.0136,"left",51,"corner","right-foot",0,"miss",,,3415,0,60.8,15.3,23.5,53.4,0,13.6,48,0,
"Row6_21",8291,20,"2026-06-14T12:00:29.550Z",0.0575,"low-centre",50,"regular","left-foot",0,"block",,,4172,0,49.9,19,20.2,50.8,0,13.2,50.5,0,
"Row6_22",8291,21,"2026-06-14T12:00:29.550Z",0.0585,"low-centre",50,"regular","right-foot",0,"block",,,1684,0,50.1,19,15,52.4,0,13.6,52.2,0,
"Row6_23",8291,22,"2026-06-14T12:00:29.550Z",0.0184,"high-right",49,"corner","right-foot",1,"miss",,,30894,0,35,94.4,24,36,0,,,,
"Row6_24",8291,23,"2026-06-14T12:00:29.550Z",0.0494,"low-left",48,"fast-break","right-foot",1,"block",,,4396,0,53.2,19,11.5,32.9,0,10.2,34.5,0,
"Row6_25",8291,24,"2026-06-14T12:00:29.550Z",0.0136,"low-centre",46,"assisted","right-foot",0,"save",0.0096,,1684,0,49.4,15.8,24.4,24.4,0,1.4,48.2,0,
"Row6_26",8291,25,"2026-06-14T12:00:29.550Z",0.096,"low-centre",45,"regular","left-foot",0,"block",,4,3415,0,51.7,19,12.6,51.4,0,10.6,50.9,0,
"Row6_27",8291,26,"2026-06-14T12:00:29.550Z",0.0513,"low-centre",45,"assisted","right-foot",1,"save",0.0281,,6040,0,50.9,6.3,16.3,43.8,0,2.4,48.4,0,
"Row6_28",8291,27,"2026-06-14T12:00:29.550Z",0.0265,"high-left",42,"assisted","left-foot",0,"miss",,,597,0,58.8,68.1,25.3,54.8,0,,,,
"Row6_29",8291,28,"2026-06-14T12:00:29.550Z",0.032,"high-left",39,"throw-in-set-piece","left-foot",1,"miss",,,4396,0,57.1,79.2,25.1,46.2,0,,,,
"Row6_30",8291,29,"2026-06-14T12:00:29.550Z",0.0629,"right",36,"assisted","right-foot",0,"miss",,,5835,0,33.8,26.4,12.9,41.8,0,,,,
"Row6_31",8291,30,"2026-06-14T12:00:29.550Z",0.0176,"high-right",30,"assisted","right-foot",0,"miss",,,1684,0,41.9,65.3,26.8,70.7,0,,,,
"Row6_32",8291,31,"2026-06-14T12:00:29.550Z",0.0265,"high-left",30,"regular","left-foot",0,"save",0.2094,,3727,0,54,20.9,27.6,42.8,0,1.4,50,0,
"Row6_33",8291,32,"2026-06-14T12:00:29.550Z",0.3837,"low-left",27,"assisted","right-foot",1,"goal",0.7646,,6040,0,53.4,1.9,13,43.6,0,,,,"regular"
"Row6_34",8291,33,"2026-06-14T12:00:29.550Z",0.052,"low-centre",27,"regular","right-foot",0,"save",0.1186,,597,0,51.6,7.6,14,52.3,0,1.2,50.4,0,
"Row6_35",8291,34,"2026-06-14T12:00:29.550Z",0.0447,"high",19,"assisted","right-foot",0,"miss",,,486,0,45.7,76.4,21.9,39.5,0,,,,
"Row6_36",8291,35,"2026-06-14T12:00:29.550Z",0.1247,"high-left",17,"corner","head",1,"miss",,,4264,0,65.2,52.8,5.7,44.2,0,,,,
"Row6_37",8291,36,"2026-06-14T12:00:29.550Z",0.0305,"high-left",7,"assisted","left-foot",0,"miss",,,597,0,59.3,77.8,14.7,71.4,0,,,,
"Row6_38",8291,37,"2026-06-14T12:00:29.550Z",0.0585,"low-centre",4,"corner","head",0,"block",,,4172,0,50.8,19,8.1,45.5,0,6.6,46.2,0,
"Row6_39",8291,38,"2026-06-14T12:00:29.550Z",0.0168,"low-left",3,"assisted","right-foot",0,"block",,,1684,0,52.7,19,26.2,48.9,0,23.6,48.7,0,
"Row7_1",8295,0,"2026-06-15T01:00:29.838Z",0.1111,"low-centre",88,"fast-break","left-foot",1,"goal",0.1133,,4941,0,50,7,11.4,37,0,,,,"regular"
"Row7_2",8295,1,"2026-06-15T01:00:29.838Z",0.029,"low-left",86,"assisted","left-foot",1,"save",0.2495,,2891,0,53.8,3.2,8,30.9,0,1.2,45.5,0,
"Row7_3",8295,2,"2026-06-15T01:00:29.838Z",0.4187,"low-left",78,"assisted","right-foot",1,"goal",0.984,,1620,0,52.8,14.6,6.6,47,0,,,,"regular"
"Row7_4",8295,3,"2026-06-15T01:00:29.838Z",0.0367,"close-high-right",76,"assisted","right-foot",0,"miss",,,22233,0,43.2,56.9,11.4,29.1,0,,,,
"Row7_5",8295,4,"2026-06-15T01:00:29.838Z",0.0458,"left",75,"assisted","left-foot",0,"miss",,,6073,0,63.7,12.5,12.1,75.4,0,,,,
"Row7_6",8295,5,"2026-06-15T01:00:29.838Z",0.1601,"low-right",68,"assisted","right-foot",1,"goal",0.2591,,1350,0,46.7,4.4,10.5,45.2,0,,,,"regular"
"Row7_7",8295,6,"2026-06-15T01:00:29.838Z",0.0105,"left",67,"set-piece","right-foot",0,"miss",,,7715,0,61.7,15.3,22.8,51.5,0,7.6,44,0,
"Row7_8",8295,7,"2026-06-15T01:00:29.838Z",0.4763,"close-left",63,"assisted","left-foot",1,"miss",,,3732,0,57.7,26.4,14.4,56.8,0,,,,
"Row7_9",8295,8,"2026-06-15T01:00:29.838Z",0.1676,"close-high",62,"set-piece","head",0,"miss",,,22231,0,49.8,59.7,8.3,47,0,,,,
"Row7_10",8295,9,"2026-06-15T01:00:29.838Z",0.0978,"high",54,"assisted","right-foot",1,"miss",,,2462,0,44.9,75,18.7,48.1,0,,,,
"Row7_11",8295,10,"2026-06-15T01:00:29.838Z",0.0202,"low-centre",54,"throw-in-set-piece","left-foot",1,"block",,,4941,0,48.8,19,11,72.6,0,9.7,70,0,
"Row7_12",8295,11,"2026-06-15T01:00:29.838Z",0.1081,"low-centre",53,"throw-in-set-piece","right-foot",1,"block",,,330,0,51.2,19,11.2,53.2,0,9,52.3,0,
"Row7_13",8295,12,"2026-06-15T01:00:29.838Z",0.0105,"high-centre",50,"set-piece","right-foot",1,"save",0.1198,,2160,0,48.7,27.9,2.7,70.5,0,0.5,54.5,0,
"Row7_14",8295,13,"2026-06-15T01:00:29.838Z",0.0447,"low-left",47,"assisted","right-foot",1,"goal",0.4779,,8564,0,53.9,3.2,6.4,66,0,,,,"regular"
"Row7_15",8295,14,"2026-06-15T01:00:29.838Z",0.7884,"low-left",45,"penalty","left-foot",1,"goal",0.8528,5,4941,0,53.7,2.5,11.5,50,0,,,,"penalty"
"Row7_16",8295,15,"2026-06-15T01:00:29.838Z",0.0212,"low-right",45,"assisted","right-foot",0,"save",0.1589,2,5631,0,47.4,1.3,20.9,31,0,1.1,48.2,0,
"Row7_17",8295,16,"2026-06-15T01:00:29.838Z",0.0266,"low-left",45,"regular","head",1,"block",,,4941,0,53,19,9.2,40.7,0,7.5,41.9,0,
"Row7_18",8295,17,"2026-06-15T01:00:29.838Z",0.1391,"low-right",45,"assisted","right-foot",1,"save",,,2462,0,45.6,19,15.1,51.3,0,3.8,53.6,0,
"Row7_19",8295,18,"2026-06-15T01:00:29.838Z",0.2419,"low-centre",45,"regular","right-foot",1,"block",,,1350,0,50.9,19,11.3,42.6,0,7.9,44.6,0,
"Row7_20",8295,19,"2026-06-15T01:00:29.838Z",0.2419,"low-left",38,"corner","head",1,"goal",0.743,,2158,0,52.3,11.4,4.8,54.2,0,,,,"regular"
"Row7_21",8295,20,"2026-06-15T01:00:29.838Z",0.0153,"high-right",36,"assisted","right-foot",0,"miss",,,6672,0,41.9,77.8,26.6,43.4,0,,,,
"Row7_22",8295,21,"2026-06-15T01:00:29.838Z",0.1798,"right",32,"assisted","left-foot",1,"miss",,,3732,0,39.3,12.5,13.4,43.7,0,9.5,49.3,0,
"Row7_23",8295,22,"2026-06-15T01:00:29.838Z",0.1249,"low-centre",30,"assisted","left-foot",1,"block",,,2462,0,50.7,19,18.8,48.1,0,9,48.7,0,
"Row7_24",8295,23,"2026-06-15T01:00:29.838Z",0.0722,"high-centre",28,"set-piece","head",1,"save",0.1287,,2158,0,51,34.2,7.7,44.4,0,1,48.4,0,
"Row7_25",8295,24,"2026-06-15T01:00:29.838Z",0.084,"low-left",21,"regular","left-foot",0,"goal",0.2956,,7715,0,53.9,17.7,15.4,60.9,0,,,,"regular"
"Row7_26",8295,25,"2026-06-15T01:00:29.838Z",0.0212,"high-left",19,"assisted","left-foot",0,"miss",,,22231,0,57,76.4,27.5,48.3,0,,,,
"Row7_27",8295,26,"2026-06-15T01:00:29.838Z",0.0224,"close-right",14,"assisted","right-foot",1,"miss",,,330,0,42.2,15.3,17.2,26.4,0,,,,
"Row7_28",8295,27,"2026-06-15T01:00:29.838Z",0.1725,"low-centre",12,"assisted","right-foot",1,"save",0.1296,,2160,0,49.9,3.8,10.5,56,0,1.4,51.4,0,
"Row7_29",8295,28,"2026-06-15T01:00:29.838Z",0.0958,"close-left",11,"assisted","left-foot",1,"miss",,,3732,0,59.2,2.8,11.3,56.4,0,,,,
"Row7_30",8295,29,"2026-06-15T01:00:29.838Z",0.0447,"low-centre",10,"regular","right-foot",1,"block",,,330,0,51.8,19,18.8,54.8,0,16.9,54.1,0,
"Row7_31",8295,30,"2026-06-15T01:00:29.838Z",0.0178,"close-left",9,"assisted","right-foot",1,"miss",,,2160,0,57.5,18.1,21.6,65,0,,,,
"Row7_32",8295,31,"2026-06-15T01:00:29.838Z",0.0449,"low-centre",7,"regular","right-foot",1,"block",,,8564,0,51.3,19,12.9,36.8,0,9.5,39.9,0,
"Row7_33",8295,32,"2026-06-15T01:00:29.838Z",0.0529,"low-right",6,"assisted","right-foot",1,"goal",0.4713,,2160,0,46.5,17.7,15.4,38.3,0,,,,"regular"
"Row7_34",8295,33,"2026-06-15T01:00:29.838Z",0.1726,"low-centre",6,"assisted","right-foot",1,"block",,,8564,0,50.9,19,14.9,44.5,0,9.9,46,0,
"Row8_1",8296,0,"2026-06-15T04:00:29.838Z",0.087,"high-left",90,"assisted","head",1,"miss",,3,2178,0,61.7,66.7,5.1,41.8,0,,,,
"Row8_2",8296,1,"2026-06-15T04:00:29.838Z",0.1472,"high-right",89,"corner","head",0,"goal",0.2975,,430,0,46.2,27.9,8.7,52.4,0,,,,"regular"
"Row8_3",8296,2,"2026-06-15T04:00:29.838Z",0.01,"low-right",88,"corner","head",0,"block",,,5458,0,46.6,19,14.9,53.2,0,10.5,53.2,0,
"Row8_4",8296,3,"2026-06-15T04:00:29.838Z",0.1559,"high-centre",80,"assisted","right-foot",0,"save",0.2797,,2497,0,49.5,29.8,14.5,57.6,0,0.59999999999999,52.3,0,
"Row8_5",8296,4,"2026-06-15T04:00:29.838Z",0.0191,"left",78,"assisted","head",0,"miss",,,5458,0,99.2,12.5,15,58,0,6.7,15,0,
"Row8_6",8296,5,"2026-06-15T04:00:29.838Z",0.0945,"low-centre",76,"assisted","left-foot",1,"block",,,2178,0,51.1,19,9,47.6,0,7.3,47.8,0,
"Row8_7",8296,6,"2026-06-15T04:00:29.838Z",0.0102,"high-right",75,"corner","right-foot",0,"miss",,,16971,0,36.5,80.6,20.7,27.3,0,,,,
"Row8_8",8296,7,"2026-06-15T04:00:29.838Z",0.1206,"high-right",73,"corner","head",1,"save",0.7522,,484,0,46.4,26,4.4,55.9,0,0.7,52.3,0,
"Row8_9",8296,8,"2026-06-15T04:00:29.838Z",0.0171,"low-left",73,"assisted","right-foot",1,"save",0.3487,,331,0,54.2,0.6,8.5,28.2,0,1.1,48.9,0,
"Row8_10",8296,9,"2026-06-15T04:00:29.838Z",0.0185,"high",67,"assisted","left-foot",0,"miss",,,1748,0,50.8,65.3,30.3,51.4,0,,,,
"Row8_11",8296,10,"2026-06-15T04:00:29.838Z",0.0191,"low-left",64,"assisted","left-foot",1,"goal",0.1495,,4092,0,53.5,3.8,15,70,0,,,,"regular"
"Row8_12",8296,11,"2026-06-15T04:00:29.838Z",0.0246,"low-left",57,"assisted","right-foot",0,"goal",0.3882,,16971,0,54.5,5.1,18.8,38.2,0,,,,"regular"
"Row8_13",8296,12,"2026-06-15T04:00:29.838Z",0.1104,"low-right",51,"set-piece","head",1,"goal",0.6316,,325,0,46.6,10.8,8.8,41.3,0,,,,"regular"
"Row8_14",8296,13,"2026-06-15T04:00:29.838Z",0.0718,"close-right",45,"assisted","right-foot",0,"miss",,,3369,0,44,33.3,7.7,67.6,0,,,,
"Row8_15",8296,14,"2026-06-15T04:00:29.838Z",0.0569,"close-left",43,"assisted","right-foot",0,"miss",,,16971,0,56.5,4.2,13.3,33.1,0,,,,
"Row8_16",8296,15,"2026-06-15T04:00:29.838Z",0.1727,"high-right",36,"set-piece","right-foot",1,"miss",,,331,0,42.2,94.4,10.3,56.2,0,,,,
"Row8_17",8296,16,"2026-06-15T04:00:29.838Z",0.0228,"high",34,"corner","head",1,"miss",,,736,0,50.6,73.6,8.3,65.4,0,,,,
"Row8_18",8296,17,"2026-06-15T04:00:29.838Z",0.0806,"low-centre",34,"corner","head",1,"save",0.2914,,515,0,48.3,3.8,7.4,54.6,0,1.8,50.4,0,
"Row8_19",8296,18,"2026-06-15T04:00:29.838Z",0.0253,"high",28,"assisted","left-foot",0,"miss",,,2474,0,46.7,84.7,22.2,28.2,0,,,,
"Row8_20",8296,19,"2026-06-15T04:00:29.838Z",0.0634,"low-left",3,"assisted","right-foot",1,"save",0.4496,,515,0,53.7,18.4,13.8,42.1,0,1.9,48.4,0,
"Row9_1",8297,0,"2026-06-15T07:00:30.095Z",0.1399,"low-centre",90,"corner","head",0,"block",,9,445,0,50.3,19,5.5,45.5,0,4.1,46.6,0,
"Row9_2",8297,1,"2026-06-15T07:00:30.095Z",0.0175,"high",90,"regular","right-foot",1,"miss",,7,6614,0,46.6,93.1,21.1,63.9,0,,,,
"Row9_3",8297,2,"2026-06-15T07:00:30.095Z",0.0301,"high-centre",90,"assisted","left-foot",1,"save",0.0627,4,1792,0,51.3,25.3,23.2,47.3,0,1.8,50.4,0,
"Row9_4",8297,3,"2026-06-15T07:00:30.095Z",0.1653,"low-left",90,"assisted","left-foot",1,"goal",0.8737,,1792,0,54.4,5.7,15,52.8,0,,,,"regular"
"Row9_5",8297,4,"2026-06-15T07:00:30.095Z",0.0452,"low-centre",88,"corner","right-foot",0,"block",,,3536,0,49.7,19,10.8,46.2,0,8.4,47.1,0,
"Row9_6",8297,5,"2026-06-15T07:00:30.095Z",0.1595,"low-right",87,"set-piece","head",0,"block",,,3536,0,45.4,19,5.7,54.2,0,4.6,54.3,0,
"Row9_7",8297,6,"2026-06-15T07:00:30.095Z",0.064,"left",83,"regular","right-foot",1,"miss",,,1886,0,66.1,12.5,5.2,35.8,0,,,,
"Row9_8",8297,7,"2026-06-15T07:00:30.095Z",0.0521,"low-right",68,"regular","left-foot",0,"save",0.0568,,59,0,47.5,19,21,59.4,0,1.8,51.8,0,
"Row9_9",8297,8,"2026-06-15T07:00:30.095Z",0.0557,"low-centre",61,"corner","right-foot",1,"save",0.1108,,4130,0,51,5.1,21.6,40.9,0,2.1,47.3,0,
"Row9_10",8297,9,"2026-06-15T07:00:30.095Z",0.085,"high-right",58,"regular","right-foot",1,"miss",,,2895,0,39.8,84.7,9.8,35.2,0,,,,
"Row9_11",8297,10,"2026-06-15T07:00:30.095Z",0.0509,"right",56,"assisted","left-foot",0,"miss",,,9854,0,40.7,9.7,21.2,56.4,0,,,,
"Row9_12",8297,11,"2026-06-15T07:00:30.095Z",0.0562,"left",53,"assisted","left-foot",1,"miss",,,4130,0,68.4,30.6,21.7,38.3,0,,,,
"Row9_13",8297,12,"2026-06-15T07:00:30.095Z",0.2488,"high",52,"assisted","right-foot",1,"post",,,3527,0,52,41.8,7,52.2,0,,,,
"Row9_14",8297,13,"2026-06-15T07:00:30.095Z",0.1232,"high-left",50,"assisted","left-foot",1,"miss",,,2895,0,58.3,79.2,15.3,51.9,0,,,,
"Row9_15",8297,14,"2026-06-15T07:00:30.095Z",0.0293,"left",46,"assisted","left-foot",0,"post",,,4754,0,55.2,5.1,1.5,33.8,0,,,,
"Row9_16",8297,15,"2026-06-15T07:00:30.095Z",0.0315,"low-centre",45,"assisted","left-foot",1,"block",,3,1786,0,48.8,19,19.5,59.4,0,13.1,56.7,0,
"Row9_17",8297,16,"2026-06-15T07:00:30.095Z",0.0519,"high",45,"corner","right-foot",1,"miss",,2,4214,0,52.3,68.1,9.9,44.8,0,,,,
"Row9_18",8297,17,"2026-06-15T07:00:30.095Z",0.3166,"low-left",35,"fast-break","left-foot",1,"block",,,1786,0,52.3,19,9.9,55.1,0,8.4,54,0,
"Row9_19",8297,18,"2026-06-15T07:00:30.095Z",0.0472,"high-right",33,"assisted","right-foot",1,"miss",,,4130,0,43.4,94.4,23.2,50.5,0,,,,
"Row9_20",8297,19,"2026-06-15T07:00:30.095Z",0.0791,"left",30,"assisted","left-foot",0,"miss",,,16888,0,62.2,30.6,17.5,53.4,0,,,,
"Row9_21",8297,20,"2026-06-15T07:00:30.095Z",0.3364,"high",30,"assisted","right-foot",0,"post",,,7284,0,47.1,40.5,8.8,38.5,0,,,,
"Row9_22",8297,21,"2026-06-15T07:00:30.095Z",0.0339,"right",24,"regular","right-foot",0,"miss",,,7284,0,36.5,4.2,23.4,44.4,0,,,,
"Row9_23",8297,22,"2026-06-15T07:00:30.095Z",0.0217,"high",23,"regular","left-foot",0,"post",,,16888,0,53.3,40.5,17.9,67,0,,,,
"Row9_24",8297,23,"2026-06-15T07:00:30.095Z",0.2539,"low-right",18,"regular","right-foot",1,"save",0.2675,,3527,0,47.8,0.6,6.7,59.1,0,0.2,52.7,0,
"Row9_25",8297,24,"2026-06-15T07:00:30.095Z",0.1297,"low-centre",16,"assisted","right-foot",1,"block",,,4130,0,50.5,19,20.9,54.6,0,12.1,53.2,0,
"Row9_26",8297,25,"2026-06-15T07:00:30.095Z",0.0324,"high-left",14,"assisted","left-foot",0,"miss",,,16888,0,58.7,68.1,19.7,69.7,0,,,,
"Row9_27",8297,26,"2026-06-15T07:00:30.095Z",0.0296,"left",2,"assisted","right-foot",0,"miss",,,1345,0,66.7,2.8,20.9,64.6,0,,,,
"Row10_1",8298,0,"2026-06-15T10:00:30.270Z",0.0224,"low-left",90,"assisted","right-foot",1,"goal",0.2106,6,1632,0,54.1,19.6,21.4,68.6,0,,,,"regular"
"Row10_2",8298,1,"2026-06-15T10:00:30.270Z",0.0087,"low-centre",90,"set-piece","right-foot",0,"save",0.0171,3,4243,0,48.8,19.6,31.7,29.8,0,1.4,48.6,0,
"Row10_3",8298,2,"2026-06-15T10:00:30.270Z",0.0798,"low-centre",90,"assisted","right-foot",1,"block",,,726,0,50.2,19,10.5,43,0,8.9,44,0,
"Row10_4",8298,3,"2026-06-15T10:00:30.270Z",0.1755,"low-right",88,"fast-break","right-foot",1,"save",0.3723,,332,0,48.1,12,14.3,37.5,0,1.6,46.7,0,
"Row10_5",8298,4,"2026-06-15T10:00:30.270Z",0.0859,"low-centre",84,"set-piece","right-foot",1,"goal",0.7042,,1377,0,51.3,3.2,11,54.4,0,,,,"regular"
"Row10_6",8298,5,"2026-06-15T10:00:30.270Z",0.1411,"low-left",68,"fast-break","right-foot",1,"block",,,332,0,52.5,19,13,43.5,0,11.2,44,0,
"Row10_7",8298,6,"2026-06-15T10:00:30.270Z",0.083,"high-right",66,"assisted","right-foot",1,"miss",,,456,0,43.4,81.9,9.5,64.4,0,,,,
"Row10_8",8298,7,"2026-06-15T10:00:30.270Z",0.3585,"low-left",59,"assisted","right-foot",1,"goal",0.5819,,456,0,52.8,8.2,11.6,61.4,0,,,,"regular"
"Row10_9",8298,8,"2026-06-15T10:00:30.270Z",0.1525,"high-left",56,"corner","head",0,"miss",,,1467,0,94.1,69.4,6.7,49.9,0,10.5,12.8,0,
"Row10_10",8298,9,"2026-06-15T10:00:30.270Z",0.031,"low-left",53,"assisted","right-foot",1,"block",,,456,0,54.1,19,20.8,67.3,0,18.4,64.8,0,
"Row10_11",8298,10,"2026-06-15T10:00:30.270Z",0.0275,"high",52,"free-kick","right-foot",0,"miss",,,415,0,50.1,83.3,32,49,0,,,,
"Row10_12",8298,11,"2026-06-15T10:00:30.270Z",0.0318,"low-left",43,"throw-in-set-piece","head",0,"goal",0.3291,,17112,0,53.5,3.8,8.2,59.9,0,,,,"regular"
"Row10_13",8298,12,"2026-06-15T10:00:30.270Z",0.136,"high-right",33,"corner","head",1,"miss",,,519,0,40,87.5,6.4,48.5,0,,,,
"Row10_14",8298,13,"2026-06-15T10:00:30.270Z",0.0298,"low-left",31,"assisted","right-foot",0,"block",,,2421,0,52,19,24.4,50.5,0,21.2,50.2,0,
"Row10_15",8298,14,"2026-06-15T10:00:30.270Z",0.0423,"low-right",30,"fast-break","right-foot",1,"goal",0.068,,332,0,46.3,7.6,17.6,30.4,0,,,,"regular"
"Row10_16",8298,15,"2026-06-15T10:00:30.270Z",0.0301,"high",18,"assisted","right-foot",0,"miss",,,2415,0,46.2,80.6,24,59.3,0,,,,
"Row10_17",8298,16,"2026-06-15T10:00:30.270Z",0.0462,"high-right",7,"regular","right-foot",1,"goal",0.0689,,1632,0,47.8,24.7,24.4,43.1,0,,,,"regular"
"Row10_18",8298,17,"2026-06-15T10:00:30.270Z",0.0834,"low-left",7,"regular","left-foot",1,"save",,,456,0,52.2,19,14.4,41.4,0,2.3,46.7,0,
"Row10_19",8298,18,"2026-06-15T10:00:30.270Z",0.0767,"high-right",5,"fast-break","right-foot",1,"miss",,,456,0,39.5,81.9,15.1,40.3,0,,,,
"Row11_1",8299,0,"2026-06-16T00:00:30.819Z",0.0958,"left",90,"corner","head",1,"miss",,5,3890,0,63.9,19.4,4.1,58.4,0,,,,
"Row11_2",8299,1,"2026-06-16T00:00:30.819Z",0.0171,"left",90,"regular","left-foot",1,"miss",,5,745,0,92.1,30.6,14.3,72.7,0,13.3,67.3,0,
"Row11_3",8299,2,"2026-06-16T00:00:30.819Z",0.0204,"high-right",90,"assisted","right-foot",0,"miss",,4,7073,0,27.7,45.8,29.6,49.3,0,,,,
"Row11_4",8299,3,"2026-06-16T00:00:30.819Z",0.0143,"low-left",90,"assisted","left-foot",1,"block",,2,745,0,52,19,22.9,76.1,0,11.5,62.1,0,
"Row11_5",8299,4,"2026-06-16T00:00:30.819Z",0.2144,"low-centre",90,"corner","head",0,"save",0.1574,1,22092,0,50.9,8.9,6.6,47,0,1.1,49.3,0,
"Row11_6",8299,5,"2026-06-16T00:00:30.819Z",0.0259,"low-centre",90,"fast-break","right-foot",0,"block",,,22076,0,51.1,19,29.8,43.3,0,21.2,44.9,0,
"Row11_7",8299,6,"2026-06-16T00:00:30.819Z",0.0628,"low-centre",88,"assisted","right-foot",1,"block",,,3890,0,49.8,19,13.1,51.7,0,10.8,51.4,0,
"Row11_8",8299,7,"2026-06-16T00:00:30.819Z",0.0256,"right",85,"regular","left-foot",1,"miss",,,4267,0,33.6,9.7,23.1,36.2,0,,,,
"Row11_9",8299,8,"2026-06-16T00:00:30.819Z",0.0693,"low-centre",83,"assisted","head",1,"save",0.1856,,386,0,48.9,19.6,6.1,41.6,0,1.2,47.1,0,
"Row11_10",8299,9,"2026-06-16T00:00:30.819Z",0.0724,"low-right",78,"assisted","right-foot",1,"block",,,744,0,47.1,19,22.1,51.5,0,11.8,52.2,0,
"Row11_11",8299,10,"2026-06-16T00:00:30.819Z",0.0816,"low-centre",75,"assisted","right-foot",1,"block",,,749,0,49.7,19,17.9,53.8,0,13.2,52.9,0,
"Row11_12",8299,11,"2026-06-16T00:00:30.819Z",0.1047,"low-centre",73,"assisted","right-foot",1,"save",0.1553,,451,0,49.6,2.5,10.7,50.1,0,1,51.6,0,
